trainer_id,trainer_slug,manager,nationality,date_of_birth,place_of_birth,citizenship
61063,ali-kemal-denizci,Ali Kemal Denizci,Türkiye,1950-03-01,Trabzon,Türkiye
57205,nevzat-sipal,Nevzat Sipal,Türkiye,,,
136113,timucin-cug,Timuçin Çuğ,Türkiye,1951-09-14,Ankara,Türkiye
61781,mehmet-eksi,Mehmet Ekşi,Türkiye,1953-04-01,Elazig,Türkiye
87715,celal-genc,Celal Genç,Türkiye,1940-03-01,Trabzon,Türkiye
124342,fehmi-kus,Fehmi Kuş,Türkiye,1949-01-02,Kayseri,Türkiye
34457,ertugrul-secme,Ertuğrul Seçme,Türkiye,,,
37671,mustafa-simsek-ozkes,Mustafa Şimşek Özkeş,Türkiye,1963-08-18,Kayseri,Türkiye
31290,alaaddin-demirozu,Alaaddin Demirözü,Türkiye,1962-04-08,Konya,Türkiye
13023,kemalettin-senturk,Kemalettin Şentürk,Türkiye,1970-02-09,Artvin,Türkiye
8208,ergun-penbe,Ergün Penbe,Türkiye,1972-05-17,Zonguldak,Türkiye
40845,ercument-sahin,Ercüment Şahin,Türkiye,1968-10-01,Bülach,Türkiye Switzerland
14476,zekeriya-altiparmak,Zekeriya Altıparmak,Türkiye,1963-11-26,Kayseri,Türkiye
10449,mustafa-altindag,Mustafa Altındağ,Türkiye,1957-06-13,Kayseri,Türkiye
9303,osman-yozgat,Osman Yozgat,Türkiye,1962-07-01,,Türkiye
144,werner-lorant,Werner Lorant,Germany,1948-11-21,Welver,Germany
124353,tekin-yolac,Tekin Yolaç,Türkiye,1935-01-13,Istanbul,Türkiye
93424,erdogan-gurhan,Erdoğan Gürhan,Türkiye,1935-07-01,Kayseri,Türkiye
113698,naci-ozkaya,Naci Özkaya,Türkiye,1922-07-01,Trabzon,Türkiye
69080,sebati-ozturk,Sebati Öztürk,Türkiye,1957-06-05,Erzurum,Türkiye
61309,murat-simsek,Murat Şimşek,Türkiye,1963-04-30,Ankara,Türkiye
5202,ulvi-guveneroglu,Ulvi Güveneroğlu,Türkiye,,,
22920,hasan-celik,Hasan Çelik,Türkiye,1968-03-27,Istanbul,Türkiye
22832,ramazan-silin,Ramazan Silin,Türkiye,1965-05-01,Adana,Türkiye
96494,atilla-turkoz,Atilla Türköz,Türkiye,1958-07-27,Denizli,Türkiye
31004,ahmet-kazim-ertem,Ahmet Kazım Ertem,Türkiye,1957-06-16,Samsun,Türkiye
13271,mehmet-kaya,Mehmet Kaya,Türkiye,1949-01-02,Erzincan,Türkiye
34192,fethi-turkoglu,Fethi Türkoğlu,Türkiye,1954-07-11,Trabzon,Türkiye
69081,abdusselam-gokcan,Abdusselam Gökçan,Türkiye,1963-02-13,Bayburt,Türkiye
81979,stanislav-karasi,Stanislav Karasi,Serbia,1946-11-08,Belgrad,Serbia
68517,ruslan-abdullayev,Ruslan Abdullayev,Azerbaijan,1944-03-07,,Azerbaijan
60109,yilmaz-yuceturk,Yılmaz Yücetürk,Türkiye,1940-07-01,Balikesir,Türkiye
20676,ilyas-akcay,İlyas Akçay,Türkiye,1948-01-01,Trabzon,Türkiye
78271,teoman-yamanlar,Teoman Yamanlar,Türkiye,1939-03-02,Ankara,Türkiye
147581,turgut-kafkas,Turgut Kafkas,Türkiye,1941-11-22,Trabzon,Türkiye
84822,selahattin-arin,Selahattin Arın,Türkiye,1929-04-17,Adana,Türkiye
27558,muzaffer-bilazer,Muzaffer Bilazer,Türkiye,1977-06-20,Trabzon,Türkiye
29119,huseyin-cimsir,Hüseyin Çimşir,Türkiye,1979-05-26,Trabzon,Türkiye
10148,besim-durmus,Besim Durmuş,Türkiye,1965-09-01,Samsun,Türkiye
28591,taskin-gungor,Taşkın Güngör,Türkiye,1966-10-01,Rize,Türkiye
19693,faik-demir,Faik Demir,Türkiye,1966-01-01,Gaziantep,Türkiye
93070,fetullah-demir,Fetullah Demir,Türkiye,1983-08-13,Erzurum,Türkiye
12866,hakan-sapci,Hakan Şapçı,Türkiye,1973-03-12,Manisa,Türkiye
134081,serdar-gocerler,Serdar Göçerler,Türkiye,1977-01-04,Bilecik,Türkiye
34444,umit-metin-yildiz,Ümit Metin Yıldız,Türkiye,1965-06-28,Istanbul,Türkiye
19133,ibrahim-bas,İbrahim Baş,Türkiye,1964-03-20,Manisa,Türkiye
115408,sezgin-coskun,Sezgin Coşkun,Türkiye,1984-08-23,Ardahan,Türkiye
107556,ali-onur-cerrah,Ali Onur Cerrah,Türkiye,1983-03-01,Hatay,Türkiye
49849,emre-ozbayer,Emre Özbayer,Türkiye,1976-10-15,Eskisehir,Türkiye
59911,cem-karaca,Cem Karaca,Türkiye,1976-05-08,Hofheim am Taunus,Türkiye Germany
31507,cengiz-secsev,Cengiz Seçsev,Türkiye,1960-06-09,Eskisehir,Türkiye
88651,yasin-sogut,Yasin Söğüt,Türkiye,1985-03-22,Eskisehir,Türkiye
46157,ilhan-var,İlhan Var,Türkiye,1979-11-17,Sakarya,Türkiye
10926,alpay-ozalan,Alpay Özalan,Türkiye,1973-05-29,Izmir,Türkiye
681,michael-skibbe,Michael Skibbe,Germany,1965-08-04,Gelsenkirchen,Germany
30973,ergin-isik,Ergin Işık,Türkiye,1959-05-19,Eskisehir,Türkiye
13268,erdogan-yilmaz,Erdoğan Yılmaz,Türkiye,,,
31445,senol-ulusavas,Şenol Ulusavaş,Türkiye,1962-11-10,Eskisehir,Türkiye
91693,serdal-eroy,Serdal Eroy,Türkiye,1957-01-01,Eskisehir,Türkiye
134655,kenan-korkmaz,Kenan Korkmaz,Türkiye,1961-03-15,Aydin,Türkiye
22416,zafer-tuzun,Zafer Tüzün,Türkiye,1962-08-30,Eskisehir,Türkiye
73525,orhan-yahya-yuce,Orhan Yahya Yüce,Türkiye,1950-11-29,Istanbul,Türkiye
69893,ilhan-mayakan,İlhan Mayakan,Türkiye,1951-10-03,Eskisehir,Türkiye
73561,tamas-quot-tom-quot-frivaldszky,"Tamas ""Tom"" Frivaldszky",Hungary,1940-08-30,,Hungary Belgium
78573,djorde-gerum,Djorde Gerum,Serbia,1940-01-01,Pančevo,Serbia
990,octavian-popescu,Octavian Popescu,Romania,1938-04-25,Bukarest,Romania
19158,atila-gerin,Atila Gerin,Türkiye,1968-03-03,Kirikkale,Türkiye
62361,orhan-ak,Orhan Ak,Türkiye,1979-09-29,Sakarya,Türkiye
87864,selcuk-sahin,Selçuk Şahin,Türkiye,1981-01-31,Tunceli,Türkiye
115059,arda-turan,Arda Turan,Türkiye,1987-01-30,Istanbul,Türkiye
21816,zafer-turan,Zafer Turan,Türkiye,1969-10-09,Zonguldak,Türkiye
25927,mehmet-ali-honca,Mehmet Ali Honca,Türkiye,1971-03-05,Samsun,Türkiye
10364,ferruh-ozgun,Ferruh Özgün,Türkiye,1966-09-17,Tokat,Türkiye
52373,adnan-karayaka,Adnan Karayaka,Türkiye,1961-08-02,Istanbul,Türkiye
87141,tekin-ocal,Tekin Öcal,Türkiye,1963-01-19,Ordu,Türkiye
26866,umit-inal,Ümit İnal,Türkiye,1969-09-18,Sanliurfa,Türkiye
12432,mehmet-sansal,Mehmet Şansal,Türkiye,1956-08-01,Istanbul,Türkiye
24793,murat-sahin,Murat Şahin,Türkiye,1976-02-04,Istanbul,Türkiye
111372,ilyas-kahraman,İlyas Kahraman,Türkiye,1976-03-31,Istanbul,Türkiye
13263,nevruz-serif,Nevruz Şerif,Türkiye,1951-03-22,Istanbul,Türkiye
10485,yucel-uyar,Yücel Uyar,Türkiye,1960-04-02,Samsun,Türkiye
86411,ali-ercan-otunctemur,Ali Ercan Ötünctemur,Türkiye,1956-02-08,Istanbul,Türkiye
141777,gediz-gol,Gediz Göl,Türkiye,1948-09-07,Zonguldak,Türkiye
137250,behcet-arkun,Behçet Arkun,Türkiye,1943-11-30,Istanbul,Türkiye
30857,domenico-tedesco,Domenico Tedesco,Italy,,,
65003,zeki-murat-gole,Zeki Murat Göle,Türkiye,1979-09-26,Istanbul,Türkiye
781,jose-mourinho,José Mourinho,Portugal,1963-01-26,Setúbal,Portugal
2145,jorge-jesus,Jorge Jesus,Portugal,1954-07-24,Amadora,Portugal
7571,vitor-pereira,Vítor Pereira,Portugal,1968-07-26,Espinho,Portugal
1275,erwin-koeman,Erwin Koeman,Netherlands,1961-09-20,Zaandam,Netherlands
6405,phillip-cocu,Phillip Cocu,Netherlands,1970-10-29,Eindhoven,Netherlands
3,dick-advocaat,Dick Advocaat,Netherlands,1947-09-27,Den Haag,Netherlands
624,luis-aragones,Luis Aragonés,Spain,1938-07-28,Madrid,Spain
1834,zico,Zico,Brazil,1953-03-03,Rio de Janeiro,Brazil Portugal
39106,turhan-sofuoglu,Turhan Sofuoğlu,Türkiye,1965-08-19,Sakarya,Türkiye
1186,zdenek-zeman,Zdenek Zeman,Czech Republic,1947-05-12,Praha,Czech Republic Italy
13,otto-baric,Otto Baric,Croatia,1933-06-19,Eisenkappel,Croatia
22907,todor-veselinovic,Todor Veselinovic,Serbia,1930-10-22,Novi Sad,Serbia
4628,sebastiao-lazaroni,Sebastião Lazaroni,Brazil,1950-09-15,Muriaé,Brazil
2121,carlos-alberto-parreira,Carlos Alberto Parreira,Brazil,1943-02-27,Rio de Janeiro,Brazil
9599,tomislav-ivic,Tomislav Ivic,Croatia,1933-06-30,Split,Croatia
181,holger-osieck,Holger Osieck,Germany,1948-08-31,Homberg,Germany
2697,jozef-venglos,Jozef Venglos,Slovakia,1936-02-18,Ružomberok,Slovakia
506,guus-hiddink,Guus Hiddink,Netherlands,1946-11-08,Varsseveld,Netherlands
34,pal-csernai,Pál Csernai,Hungary,1932-10-21,Pilis,Hungary
124117,teoman-cakir,Teoman Çakır,Türkiye,1938-01-03,Istanbul,Türkiye
872,friedel-rausch,Friedel Rausch,Germany,1940-02-27,Duisburg,Germany
141221,ziya-sengul,Ziya Şengül,Türkiye,1944-07-01,Pleven,Türkiye Bulgaria
25093,didi,Didi,Brazil,1928-10-08,Campos dos Goytacazes,Brazil
22644,constantin-teasca,Constantin Teasca,Romania,1922-09-25,Giurgiu,Romania
22641,traian-ionescu,Traian Ionescu,Romania,1923-06-17,Văleni,Romania
30966,ignac-molnar,Ignác Molnár,Hungary,1901-10-27,Budapest,Hungary
108944,necdet-erdem,Necdet Erdem,Türkiye,1914-01-01,Istanbul,Türkiye
31005,oscar-hold,Oscar Hold,England,1918-10-19,Carlton,England
31006,miroslav-kokotovic,Miroslav Kokotovic,Jugoslawien (SFR),1913-04-15,Lukavac,Jugoslawien (SFR) Croatia
31016,laszlo-szekely,László Székely,Hungary,1910-01-01,Budapest,Hungary
76174,zarko-mihajlovic,Zarko Mihajlovic,Serbia,1920-03-04,Neuzina,Serbia
95232,james-donnelly,James Donnelly,Ireland,1899-07-18,Ballina,Ireland
16400,domenec-torrent,Domènec Torrent,Spain,1962-07-14,Santa Coloma de Farners,Spain
28632,igor-tudor,Igor Tudor,Croatia,1978-04-16,Split,Croatia
1281,jan-olde-riekerink,Jan Olde Riekerink,Netherlands,1963-02-22,Hengelo,Netherlands
36634,orhan-atik,Orhan Atik,Türkiye,1967-02-25,Malatya,Türkiye
20881,claudio-taffarel,Claudio Taffarel,Brazil,1966-05-08,Santa Rosa,Brazil Italy
521,cesare-prandelli,Cesare Prandelli,Italy,1957-08-19,Orzinuovi,Italy
524,roberto-mancini,Roberto Mancini,Italy,1964-11-27,Jesi,Italy
570,frank-rijkaard,Frank Rijkaard,Netherlands,1962-09-30,Amsterdam,Netherlands Suriname
4710,cevat-guler,Cevat Güler,Türkiye,1959-12-03,Ordu,Türkiye
301,eric-gerets,Eric Gerets,Belgium,1954-05-18,Rekem,Belgium
449,graeme-souness,Graeme Souness,Scotland,1953-05-06,Edinburgh,Scotland
796,mufit-erkasap,Müfit Erkasap,Türkiye,1957-06-11,Sanliurfa,Türkiye
894,reinhard-saftig,Reinhard Saftig,Germany,1952-01-23,Uersfeld,Germany
94,reiner-hollmann,Reiner Hollmann,Germany,1949-09-30,Walsum,Germany
88,sigfried-held,Sigfried Held,Germany,1942-08-07,Freudenthal,Germany
44,jupp-derwall,Jupp Derwall,Germany,1927-03-10,Würselen,Germany
72598,turgay-seren,Turgay Şeren,Türkiye,1932-01-15,Ankara,Türkiye
66259,malcolm-allison,Malcolm Allison,England,1927-09-05,Dartford,England
6116,don-howe,Don Howe,England,1935-10-12,Wolverhampton,England
45883,jack-mansell,Jack Mansell,England,1927-08-22,Salford,England
137799,esfak-aykac,Eşfak Aykaç,Türkiye,1918-02-06,Istanbul,Türkiye
108799,musa-sezer,Musa Sezer,Türkiye,1914-07-01,Istanbul,Türkiye
32920,george-dick,George Dick,Scotland,1921-06-12,Torphichen,Scotland
138839,syd-puddefoot,Syd Puddefoot,England,1894-10-17,Limehouse,England
81030,gules-limbeck,Gules Limbeck,Hungary,1904-01-11,"Aiud, Transylvania",Hungary France
21806,billy-hunter,Billy Hunter,Scotland,1885-04-02,Alva,Scotland
59252,ali-sami-yen,Ali Sami Yen,Türkiye,1886-05-20,Istanbul,Türkiye
64218,ibrahim-kursat-daloglu,İbrahim Kürşat Daloğlu,Türkiye,1973-03-10,Gaziantep,Türkiye
83535,selcuk-inan,Selçuk İnan,Türkiye,1985-02-10,Hatay,Türkiye
13105,marius-sumudica,Marius Șumudică,Romania,1971-03-04,Bucharest,Romania
54840,erdal-gunes,Erdal Güneş,Türkiye,1982-03-29,Siirt,Türkiye
12110,ricardo-sa-pinto,Ricardo Sá Pinto,Portugal,1972-10-10,Porto,Portugal
41069,bulent-bolukbasi,Bülent Bölükbaşı,Türkiye,1976-06-17,Adana,Türkiye
100210,mehmet-polat,Mehmet Polat,Türkiye,1978-06-08,Gaziantep,Türkiye
17747,erol-azgin,Erol Azgın,Türkiye,1963-03-13,Gaziantep,Türkiye
5209,ismet-savcilioglu,İsmet Savcılıoğlu,Türkiye,1964-02-26,Gaziantep,Türkiye
5587,bunyamin-sural,Bünyamin Süral,Türkiye,1961-09-01,Gaziantep,Türkiye
800,sedat-karabuk,Sedat Karabük,Türkiye,1956-06-05,Samsun,Türkiye
122522,kenan-askan,Kenan Aşkan,Türkiye,1981-06-01,Corum,Türkiye
66481,erol-yasar-ayas,Erol Yaşar Ayas,Türkiye,1974-01-31,Mersin,Türkiye
37859,ender-alkan,Ender Alkan,Türkiye,1977-01-02,Sivas,Türkiye
56962,oktay-derelioglu,Oktay Derelioğlu,Türkiye,1975-12-17,Istanbul,Türkiye
30693,vedat-ozsoylu,Vedat Özsoylu,Türkiye,1948-01-12,Gaziantep,Türkiye
10052,abdullah-ercan,Abdullah Ercan,Türkiye,1971-12-08,Istanbul,Türkiye
1589,jose-couceiro,José Couceiro,Portugal,1962-10-04,Lisboa,Portugal
9561,seckin-goksel,Seçkin Göksel,Türkiye,1961-07-10,Gaziantep,Türkiye
1799,walter-zenga,Walter Zenga,Italy,,,
8604,georges-heylens,Georges Heylens,Belgium,1941-08-08,Etterbeek,Belgium
28495,tamer-kaptan,Tamer Kaptan,Türkiye,1938-05-27,Istanbul,Türkiye
139093,munacettin-barut,Münacettin Barut,Türkiye,1936-06-24,Istanbul,Türkiye
26856,huseyin-eroglu,Hüseyin Eroğlu,Türkiye,1972-11-02,Delmenhorst,Türkiye
44175,medet-coskun,Medet Coşkun,Türkiye,1973-08-01,Sivas,Türkiye
7595,taskin-aksoy,Taşkın Aksoy,Türkiye,1967-06-13,Berlin,Türkiye Germany
2072,stuart-baxter,Stuart Baxter,Scotland,1953-08-16,Wolverhampton,Scotland
669,ralf-zumdick,Ralf Zumdick,Germany,1958-05-10,Münster,Germany
383,thomas-doll,Thomas Doll,Germany,1966-04-09,Malchin,Germany
377,reinhard-stumpf,Reinhard Stumpf,Germany,1961-11-26,Lieblos,Germany
16346,adel-amrouche,Adel Amrouche,Algeria,1968-03-07,Kouba,Algeria Belgium
3390,walter-meeuws,Walter Meeuws,Belgium,,,
85343,hasan-gul,Hasan Gül,Türkiye,1955-10-20,Tunceli,Türkiye
3404,karol-pecze,Karol Pecze,Slovakia,1946-02-07,Košice,Slovakia
18374,luka-peruzovic,Luka Peruzovic,Croatia,1952-02-26,Split,Croatia Belgium
23310,augusto-palacios,Augusto Palacios,Peru,1951-12-23,Lima,Peru
2754,kurban-berdyev,Kurban Berdyev,Russia,1952-08-25,Aşgabat,Russia Turkmenistan
61251,fehmi-bastuzel,Fehmi Baştüzel,Türkiye,1928-07-14,Ankara,Türkiye
62305,husnu-macuni,Hüsnü Macuni,Kosovo,1942-01-01,,Kosovo
130639,kazim-turesin,Kazım Türesin,Türkiye,1927-06-26,Edirne,Türkiye
114976,hadi-pozan,Hadi Pozan,Türkiye,,,Türkiye
108991,kemal-kaya,Kemal Kaya,Türkiye,1930-01-01,Afyonkarahisar,Türkiye
91908,mustafa-iscelebi,Mustafa İşçelebi,Türkiye,1984-12-02,Ankara,Türkiye
49149,cahit-ercevik,Cahit Erçevik,Türkiye,1971-08-02,Istanbul,Türkiye
98146,selahattin-ceylan,Selahattin Ceylan,Türkiye,1964-02-13,Giresun,Türkiye
137000,adil-tozlu,Adil Tozlu,Türkiye,1964-03-16,Giresun,Türkiye
127812,metin-aydin,Metin Aydın,Türkiye,1958-04-01,Istanbul,Türkiye
786,mehmet-birinci,Mehmet Birinci,Türkiye,1957-01-01,Trabzon,Türkiye
58993,hakan-kurt,Hakan Kurt,Türkiye,1970-07-17,Giresun,Türkiye
8011,cengiz-demir,Cengiz Demir,Türkiye,1959-07-07,Malatya,Türkiye
125914,sadullah-zehir,Sadullah Zehir,Türkiye,1955-08-07,Giresun,Türkiye
19142,sinan-bayraktar,Sinan Bayraktar,Türkiye,1965-01-10,Ordu,Türkiye
55900,husnu-kacmaz,Hüsnü Kaçmaz,Türkiye,1965-03-13,Ankara,Türkiye
99813,ali-kemal-ozcan,Ali Kemal Özcan,Türkiye,1945-01-03,Trabzon,Türkiye
43356,davut-sahin,Davut Şahin,Türkiye,1949-02-12,Trabzon,Türkiye
125265,aydin-gules,Aydın Güleş,Türkiye,1944-03-01,Trabzon,Türkiye
60107,tezcan-uzcan,Tezcan Uzcan,Türkiye,1946-01-09,Nigde,Türkiye
2934,stanimir-stoilov,Stanimir Stoilov,Bulgaria,1967-02-13,Haskovo,Bulgaria
46000,radomir-kokovic,Radomir Kokovic,Serbia,1984-01-06,Kraljevo,Serbia
74727,ekrem-dag,Ekrem Dag,Austria,1980-12-05,Mardin,Austria Türkiye
108512,ahmet-balci,Ahmet Balcı,Türkiye,1993-02-15,Edirne,Türkiye
97256,turgay-altay,Turgay Altay,Türkiye,1980-02-16,Istanbul,Türkiye
3415,nestor-el-maestro,Nestor El Maestro,Serbia,1983-03-25,Belgrad,Serbia England
41916,ilhan-palut,İlhan Palut,Türkiye,1976-11-12,Hatay,Türkiye
39871,mehmet-aurelio,Mehmet Aurélio,Türkiye,1977-12-15,Rio de Janeiro,Türkiye Brazil
7255,onder-ozen,Önder Özen,Türkiye,1969-10-17,Eskisehir,Türkiye
34309,tacettin-bakacak,Tacettin Bakacak,Türkiye,1969-11-01,Sivas,Türkiye
31114,ozgur-zengin,Özgür Zengin,Türkiye,1974-05-08,Bingöl,Türkiye
36631,mustafa-fedai,Mustafa Fedai,Türkiye,1968-05-03,Izmir,Türkiye
61316,muharrem-dirik,Muharrem Dirik,Türkiye,1961-04-23,Isparta,Türkiye
61321,ali-yuksel-can,Ali Yüksel Can,Türkiye,1961-06-26,Izmir,Türkiye
81449,ali-caglar,Ali Çağlar,Türkiye,1951-01-01,Izmir,Türkiye
82898,halil-kiraz,Halil Kiraz,Türkiye,1943-10-15,Izmir,Türkiye
124946,zoran-ristic,Zoran Ristic,Serbia,1936-06-26,Đurđevo,Serbia
32697,adnan-suvari,Adnan Süvari,Türkiye,1926-12-17,Aydin,Türkiye
140325,gursel-aksel,Gürsel Aksel,Türkiye,1937-05-10,Edirne,Türkiye
108963,ruhi-karaduman,Ruhi Karaduman,Türkiye,1925-05-05,Bursa,Türkiye
13278,avni-okumus,Avni Okumuş,Türkiye,1960-01-26,Trabzon,Türkiye
17963,murat-bolukbasi,Murat Bölükbaşı,Türkiye,1969-07-07,Sakarya,Türkiye
26639,taner-ocal,Taner Öcal,Türkiye,1962-03-26,Mardin,Türkiye
72443,gokhan-gedikali,Gökhan Gedikali,Türkiye,1966-01-08,Ankara,Türkiye
5624,osman-nuri-isilar,Osman Nuri Işılar,Türkiye,1953-10-17,Konya,Türkiye
33859,mehmet-ali-karaca,Mehmet Ali Karaca,Türkiye,1962-04-14,Rize,Türkiye
12048,hasan-erkin-simsir,Hasan Erkin Şimşir,Türkiye,1963-11-23,Ordu,Türkiye
17970,mehmet-tayfun-turkmen,Mehmet Tayfun Türkmen,Türkiye,1962-04-23,Konya,Türkiye
19140,tanser-aydin,Tanser Aydın,Türkiye,1970-05-20,Ankara,Türkiye
134226,selahattin-diyadin,Selahattin Diyadin,Türkiye,1950-03-10,Trabzon,Türkiye
41898,ozgun-kaya,Özgün Kaya,Türkiye,1959-04-01,Erzurum,Türkiye
17971,sezai-yildirim,Sezai Yıldırım,Türkiye,1960-12-07,Ankara,Türkiye
16983,murat-ozgen,Murat Özgen,Türkiye,1952-08-10,Ankara,Türkiye
34347,semih-tokatli,Semih Tokatlı,Türkiye,1959-06-27,Eskisehir,Türkiye
113231,galip-degerli,Galip Değerli,Türkiye,1957-11-18,Trabzon,Türkiye
31506,naci-yilmaz,Naci Yilmaz,Türkiye,1948-06-27,Ankara,Türkiye
119393,bekir-irtegun,Bekir İrtegün,Türkiye,1984-04-20,Elazig,Türkiye
119170,gokhan-alas,Gökhan Alaş,Türkiye,1986-10-04,Hatay,Türkiye
103991,hugo-almeida,Hugo Almeida,Portugal,1984-05-23,Figueira da Foz,Portugal
36975,yilmaz-bal,Yılmaz Bal,Türkiye,1972-01-01,Hatay,Türkiye
5080,fatih-kavlak,Fatih Kavlak,Türkiye,1974-06-13,Sivas,Türkiye
13283,gurses-kilic,Gürses Kılıç,Türkiye,1967-03-25,Konya,Türkiye
28463,ahmet-tasyurek,Ahmet Taşyürek,Türkiye,1972-07-06,Hatay,Türkiye
24517,ismail-batur,İsmail Batur,Türkiye,1956-10-03,Trabzon,Türkiye
102526,mehmet-kakil,Mehmet Kakil,Türkiye,1967-01-01,Hatay,Türkiye
13279,hakan-erhalac,Hakan Erhalaç,Türkiye,1962-03-12,Ankara,Türkiye
123912,ayhan-kaya,Ayhan Kaya,Türkiye,1966-02-01,Hatay,Türkiye
25912,erdal-alpaslan,Erdal Alpaslan,Türkiye,1966-04-19,Tokat,Türkiye
123909,hasan-kucukogretmen,Hasan Küçüköğretmen,Türkiye,1948-04-01,Erzurum,Türkiye
36515,mehmet-hunkaroglu,Mehmet Hünkaroğlu,Türkiye,1955-03-15,Hatay,Türkiye
33631,fahri-bayraktar,Fahri Bayraktar,Türkiye,1961-11-01,Ankara,Türkiye
74553,ali-gultiken,Ali Gültiken,Türkiye,1965-08-27,Istanbul,Türkiye
16911,vehbi-haluk-bulgurlu,Vehbi Haluk Bulgurlu,Türkiye,1953-07-11,Ankara,Türkiye
91281,cuneyt-memisoglu,Cüneyt Memişoğlu,Türkiye,1952-06-16,Giresun,Türkiye
31458,levent-arikdogan,Levent Arıkdoğan,Türkiye,1953-08-23,Mersin,Türkiye
90167,baris-kanbak,Barış Kanbak,Türkiye,1992-09-29,Istanbul,Türkiye
71084,osman-zeki-korkmaz,Osman Zeki Korkmaz,Türkiye,1982-05-02,Trabzon,Türkiye
43774,hakan-yakin,Hakan Yakin,Switzerland,1977-02-22,Basel,Switzerland Türkiye
100212,olcay-demir,Olcay Demir,Türkiye,1985-03-09,Istanbul,Türkiye
581,cem-bagci,Cem Bagci,Türkiye,1975-02-20,Istanbul,Türkiye Germany
25834,bulent-demirkanli,Bülent Demirkanlı,Türkiye,1958-01-19,Trabzon,Türkiye
22840,tunahan-akdogan,Tunahan Akdoğan,Türkiye,1967-10-19,Rize,Türkiye
26663,fahrettin-sayhan,Fahrettin Sayhan,Türkiye,1969-08-01,Kars,Türkiye
16909,hasan-saka,Hasan Saka,Türkiye,1964-12-17,Istanbul,Türkiye
111993,mehmet-hasan-al,Mehmet Hasan Al,Türkiye,1964-10-05,Trabzon,Türkiye
1062,fahrudin-omerovic,Fahrudin Omerovic,Bosnia-Herzegovina,1961-08-26,Doboj,Bosnia-Herzegovina Türkiye
